ACCEPT	Tamam
TITLE_SYSTEM_UI_BUTTON_CLEAR	Çıkar
TITLE_SYSTEM_UI_CURRENT_TITLE	Donatılan ünvan
TITLE_SYSTEM_UI_TITLE_LIST	Tüm ünvanlar
TITLE_SYSTEM_UI_WINDOW_NAME	Ünvan
TOTAL_RANKING	Toplam Sıralama Listesi
TREASURE_HUNT_EVENT_ACCUMULATE_COUNT	Tur
TREASURE_HUNT_EVENT_GOLD	Alınan Doblonlar
TREASURE_HUNT_EVENT_RANKING_COUNT	Tur
TREASURE_HUNT_EVENT_RANKING_NAME	İsim
TREASURE_HUNT_EVENT_RANKING_RANK	Sıra
TREASURE_HUNT_EVENT_RANKING_TITLE	Hazine avı sıralaması
TREASURE_HUNT_EVENT_REWARD_LIST	Ödüller
TREASURE_HUNT_EVENT_REWARD_LIST_ACCUMULATE_COUNT	Turlar
TREASURE_HUNT_EVENT_REWARD_LIST_TITLE	Tur ödülleri
TREASURE_HUNT_EVENT_TITLE	Hazine avı
USER_REPORT_SYSTEM_UI_CHARACTER_NAME	Karakter adı
USER_REPORT_SYSTEM_UI_CLOSE_BUTTON	Kapat
USER_REPORT_SYSTEM_UI_SELECT_REASON	Rapor sebebi
USER_REPORT_SYSTEM_UI_SEND_BUTTON	Gönder
USER_REPORT_SYSTEM_UI_TARGET_CHECK	İlgili karakter
USER_REPORT_SYSTEM_UI_WINDOW_NAME	Rapor et
VALENTINE_DAY_EVENT_CURRENT_COUNT	Mevcut miktar
VALENTINE_DAY_EVENT_MAX_COUNT	Maksimum miktar
VALENTINE_DAY_EVENT_TITLE	Sevgililer Günü Etkinliği - Genel Görünüm
VALENTINE_DAY_EVENT_USE_BUTTON	Bozdur
VALENTINE_DAY_EVENT_WRAP_BUTTON	Paketle
WARP_MI_LABEL	Saldırılan tapınağa git
WEEKLY_RANKING	Haftalık Sıralama Listesi
WHISPER_BAN	Engelle
WHISPER_NAME	Fısıltı
WHISPER_REPORT	
WHISPER_SEND	Gönder
WORLD_BOSS_BREAK_TIME_TEXT	Soğuma süresi
WORLD_BOSS_MIN_DAMAGE_TEXT	Den. Minimum hasar
WORLD_BOSS_RANK	Dünya patronu rütbe listesi
WORLD_BOSS_RANKING_BUTTON	Rütbe listesi
WORLD_BOSS_RANK_EMPIRE	Krallık
WORLD_BOSS_RANK_GUILD_NAME	Lonca
WORLD_BOSS_RANK_NAME	İsim
WORLD_BOSS_RANK_RANK	Rütbe
WORLD_BOSS_RANK_TIER	Ganimet seviyesi
WORLD_BOSS_RUN_TIME_TEXT	Savaş süresi
WORLD_BOSS_TITLE	Dünya patronu mağlup edildi
WORLD_BOSS_TOTAL_DAMAGE_TEXT	Toplam hasar
WORLD_BUSS_REWARD_BUTTON	Ödülü teslim al
YES	Evet
ZONE_MAP	Genel Görünüm Haritası
LOGIN_AUTOSAVE_TITLE	Hesap kaydet!
LOGIN_AUTOSAVE_LOGIN	Giriş Yap
LOGIN_AUTOSAVE_SAVE	Kaydet
LOGIN_AUTOSAVE_DELETE	Sil
LOGIN_AUTOSAVE_ADVICE	Kayıtlı hesaplara kısayol kullanarak da giriş yapabilirsiniz! Örn.: F1
LOGIN_AUTOSAVE_HELP	Bilgilendirme
LOGIN_AUTOSAVE_NONE	Boş
