ACCEPT	ÎÊ
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_ACCEPT	Ïğèíÿòûå
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_COMPLETE	Çàâåğøåííûå
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_PROGRESS	Àêòèâíûå
NPC_LOCATION_HELPER_TOOLTIP_DROP_ITEM_INFO	Ñïğàâî÷íèê ìîíñòğîâ: ïîêàçûâàåò, êàêàÿ äîáû÷à âûïàäàåò èç îïğåäåëåííûõ ìîíñòğîâ.
NPC_LOCATION_HELPER_TOOLTIP_GUILD_LAND	Çåìëÿ ãèëüäèè: èíôîğìàöèÿ îáíîâëÿåòñÿ. Ìîæíî ïğèìåíÿòü 1 ğàç â ìèíóòó.
NPC_LOCATION_HELPER_TOOLTIP_MOB_INFO_SEARCH_BUTTON	Âûáåğèòå ìîíñòğà, êîòîğîãî õîòèòå íàéòè, è íàæìèòå íà çíà÷îê, ÷òîáû óçíàòü, â êàêîé îí çåìëå. Äëÿ ıòîãî íóæíî àêòèâèğîâàòü ïîèñê ìîíñòğîâ.
NPC_LOCATION_HELPER_TOOLTIP_MY_LOCATION	Íàçàä ê âàøåé êàğòå: ñíîâà îòîáğàæàåò êàğòó, íà êîòîğîé âû íàõîäèòåñü. Åñëè âû íà òîé æå êàğòå, êàìåğà âîçâğàùàåòñÿ ê âàøåìó ïåğñîíàæó.
NPC_LOCATION_HELPER_TOOLTIP_SCALE_DOWN	Îòäàëèòü
NPC_LOCATION_HELPER_TOOLTIP_SCALE_UP	Ïğèáëèçèòü
OK	ÎÊ
OPPOSITES	Îòêàçàòüñÿ
OPTION_ALWAYS_SHOW_NAME	Èìÿ
OPTION_ALWAYS_SHOW_NAME_OFF	îãğàíè÷åí
OPTION_ALWAYS_SHOW_NAME_ON	âñåãäà
OPTION_ATTACKED_MOTION	Àíèìàöèè
OPTION_ATTACKED_MOTION_ALL	Ïîëíûå
OPTION_ATTACKED_MOTION_ALL_DESC	Â áëèæíåì áîş îòîáğàæàşòñÿ âñå àíèìàöèè.
OPTION_ATTACKED_MOTION_SELF	Òîëüêî âû è öåëü
OPTION_ATTACKED_MOTION_SELF_DESC	Îïğåäåëåííûå àíèìàöèè îòîáğàæàşòñÿ òîëüêî äëÿ ïåğñîíàæà è åãî öåëè.
OPTION_BLOCK	áëîêèğîâàòü
OPTION_BLOCK_EXCHANGE	Òîğãîâàòü
OPTION_BLOCK_FRIEND	Äğóçüÿ
OPTION_BLOCK_GUILD	Ãèëüäèÿ
OPTION_BLOCK_PARTY	Ãğóïïà
OPTION_BLOCK_PARTY_REQUEST	Çàÿâêà
OPTION_BLOCK_WHISPER	Øåïòàíèå
OPTION_CAMERA_DISTANCE	Êàìåğà
OPTION_CAMERA_DISTANCE_LONG	äàëüíèé
OPTION_CAMERA_DISTANCE_SHORT	áëèæíèé
OPTION_DELETE_MOBILE_BUTTON	Óäàëèòü íîìåğ ìîáèëüíîãî òåë.
OPTION_EFFECT	Hit èíôî
OPTION_ENV_EFFECT	Îêğóæ. ñğåäà
OPTION_ENV_EFFECT_OFF	Âûêë.
OPTION_ENV_EFFECT_ON	Âêë.
OPTION_FOG	Òóìàí
OPTION_FOG_DENSE	âûñîêèé
OPTION_FOG_LIGHT	íèçêèé
OPTION_FOG_MIDDLE	Ñğåäíèé
OPTION_FOG_MODE	Òóìàí
OPTION_FOG_MODE_OFF	Âûêë
OPTION_FOG_MODE_ON	Âêë
OPTION_FOG_OFF	Âûêë.
OPTION_FOG_ON	Âêë.
OPTION_INPUT_MOBILE_BUTTON	ââåñòè íîìåğ ìîáèëüíîãî òåë.
OPTION_KEY_SETTING	Êëàâèàòóğà
OPTION_LANGUAGE_CHANGE	Ïğèìåíèòü
OPTION_LANGUAGE_SELECT	ßçûê
OPTION_LOOTING_SETTING	Äîáû÷à
OPTION_MOBILE	ìîáèëüíûé òåë.
OPTION_MOB_INFO	Äàííûå ìîíñòğà
OPTION_MOB_INFO_AGGR	Àãğåññèÿ
OPTION_MOB_INFO_LEVEL	Óğîâåíü
OPTION_MUSIC	Ìóçûêà
OPTION_MUSIC_CHANGE	Ñìåíèòü
OPTION_MUSIC_DEFAULT_THEMA	Ñòàíäàğòíàÿ ìóçûêà Ìåòèí 2
OPTION_NAME_COLOR	Öâåò èìåíè
OPTION_NAME_COLOR_EMPIRE	ÖâåòÈìïåğèè
OPTION_NAME_COLOR_NORMAL	Íîğì.
OPTION_NIGHT_MODE	Íî÷ü
OPTION_NIGHT_MODE_OFF	Âûêë.
OPTION_NIGHT_MODE_ON	Âêë.
OPTION_PVPMODE	PvP-ğåæèì
OPTION_PVPMODE_FREE	Ñâîáîäí
OPTION_PVPMODE_FREE_TOOLTIP	Âû ìîæåòå íàïàäàòü íà âñåõ èãğîêîâ.
OPTION_PVPMODE_GUILD	Ãèëüäèÿ
OPTION_PVPMODE_GUILD_TOOLTIP	Âû ìîæåòå íàïàäàòü íà âñåõ èãğîêîâ çà èñêëş÷åíèåì ÷ëåíîâ Ãèëüäèè.
OPTION_PVPMODE_PEACE	Ìèğ
OPTION_PVPMODE_PEACE_TOOLTIP	Àòàêà èãğîêîâ îäíîé èìïåğèè èñêëş÷åíà.
OPTION_PVPMODE_REVENGE	Âğàæäåáí
OPTION_PVPMODE_REVENGE_TOOLTIP	Âû ìîæåòå íàïàäàòü òîëüêî íà èãğîêîâ äğóãîé ğàññû.
OPTION_SALESTEXT	Íàçâàíèå ìàãàçèíà
OPTION_SALESTEXT_VIEW_OFF	ñïğÿòàòü
OPTION_SALESTEXT_VIEW_ON	ïîêàçûâàòü
OPTION_SETTING	Îòêğûòü
OPTION_SHADOW_QUALITY	Êà÷åñòâî òåíåé
OPTION_SHADOW_QUALITY_AVERAGE	Ñğåäíåå
OPTION_SHADOW_QUALITY_AVERAGE_TOOLTIP	Ñğåäíåå êà÷åñòâî òåíåé
OPTION_SHADOW_QUALITY_BAD	Íèçêîå
OPTION_SHADOW_QUALITY_BAD_TOOLTIP	Íèçêîå êà÷åñòâî òåíåé
OPTION_SHADOW_QUALITY_GOOD	Âûñîêîå
OPTION_SHADOW_QUALITY_GOOD_TOOLTIP	Âûñîêîå êà÷åñòâî òåíåé
OPTION_SHADOW_TARGET	Òåíü îò öåëè
OPTION_SHADOW_TARGET_ALL	4
OPTION_SHADOW_TARGET_ALL_TOOLTIP	Òåíè îò âñåõ öåëåé
OPTION_SHADOW_TARGET_GROUND	2
OPTION_SHADOW_TARGET_GROUND_AND_SOLO	3
OPTION_SHADOW_TARGET_GROUND_AND_SOLO_TOOLTIP	Ôîíîâûå òåíè è òåíü îò èãğîêà
OPTION_SHADOW_TARGET_GROUND_TOOLTIP	Ôîíîâûå òåíè
OPTION_SHADOW_TARGET_NONE	1
OPTION_SHADOW_TARGET_NONE_TOOLTIP	Áåç òåíåé
OPTION_SNOW_MODE	Ñíåãîïàä
OPTION_SNOW_MODE_OFF	Âûêë.
OPTION_SNOW_MODE_ON	Âêë.
OPTION_SNOW_TEXTURE_MODE	Ñíåã
OPTION_SNOW_TEXTURE_MODE_OFF	Âûêë.
OPTION_SNOW_TEXTURE_MODE_ON	Âêë.
OPTION_SOUND	Çâóêîâûå ıôôåêòû
OPTION_TARGET_BOARD	Ìåíş
OPTION_TARGET_BOARD_NO_VIEW	Çàêğûòü
OPTION_TARGET_BOARD_VIEW	Ïîêàçûâàòü
OPTION_TITLE	Íàñòğîéêè
OPTION_VIEW_CHAT	ñòğîêà ÷àòà
OPTION_VIEW_CHAT_OFF	ñïğÿòàòü
OPTION_VIEW_CHAT_ON	ïîêàçûâàòü
OPTION_VIEW_DISTANCE	Äàëüíîñòü îáçîğà
OTHER_WORLD_COUNT_TEXT	Êîëè÷åñòâî
OTHER_WORLD_DEAD_SOUL_TEXT	Äóøà ìåğòâåöà
OTHER_WORLD_DROP_DOWN_X1	x1
OTHER_WORLD_DROP_DOWN_X5	x5
OTHER_WORLD_DROP_DOWN_X10	x10
OTHER_WORLD_EVENT_TIME_TEXT	Äíåé äî èñ÷åçíîâåíèÿ òîãî ñâåòà
OTHER_WORLD_EVENT_TITLE	Ïóòåøåñòâèå íà òîò ñâåò
OTHER_WORLD_EVE_EVENT_TIME_TEXT	Äíåé äî îòêğûòèÿ ïîğòàëà
OTHER_WORLD_EXCHANGE_MENU_TEXT	Îáìåí
OTHER_WORLD_EXCHANGE_TEXT	Îáìåí
OTHER_WORLD_EXIT_BUTTON	Óéòè
OTHER_WORLD_HELL_GATE_KEY_TEXT	Êëş÷ Àñìîäåÿ
OTHER_WORLD_ITEM_NAME_TEXT	Ïğåäìåò
OTHER_WORLD_LIFE_AND_DEATH_LIST_TEXT	×åğíîå ïèñüìî
OTHER_WORLD_NEED_TEXT	Íóæíî
OTHER_WORLD_REINCARNATION_WATER_TEXT	Æèâàÿ âîäà
OTHER_WORLD_SLASH_TEXT	/
OTHER_WORLD_WISP_BOARD_TITLE	×èñëî îãîíüêîâ ìåğòâûõ
PARTY_MATCH_TEXT_DUNGEON_NAME	Ïîäçåìåëüå
PARTY_MATCH_TEXT_DUNGEON_SELECT	Âûáåğèòå ïîäçåìåëüå
PARTY_MATCH_TEXT_ENTREE_LEVEL	Óğîâåíü: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Òğåáîâàíèÿ ê óğîâíş
PARTY_MATCH_TEXT_REQUEST_MATCH	Ïîèñê
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Îòìåíèòü
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Òğåáîâàíèÿ ê ïğåäìåòàì
PARTY_MEMBER_INFO_NAME	Èìÿ ó÷àñòíèêà ãğóïïû
PASSIVE_ATTR_ACTIVATE_BUTTON	Àêòèâèğîâàòü
PASSIVE_ATTR_UI_ADD_BUTTON	Äîáàâèòü
PASSIVE_ATTR_UI_CHARGE_BUTTON	Çàğÿäèòü
PASSIVE_ATTR_UI_TITLE	Ğåëèêòîâûé áîíóñ
PASSWORD_DESC_1	Ââåäèòå âàø ïàğîëü
PASSWORD_DESC_2	äëÿ òîãî, ÷òîáû îòêğûòü õğàíèëèùå.
PASSWORD_DESC_3	Ïàğîëü óæå èçìåíåí?
PASSWORD_DESC_4	Åñëè íåò, òî âàø ïàğîëü: "000000".
PASSWORD_DESC_5	Ïîìåíÿéòå ïàğîëü íà ñêëàäå.
PASSWORD_TITLE	Ñîõğàíåííûé ïàğîëü
PET_AGE_TEXT	Âîçğàñò ïèòîìöà
PET_ATTR_CHANGE_ITEM_TEXT	Çà÷àğîâàòü ïèòîìöà
PET_ATTR_CHANGE_TITLE	Èçìåíèòü òèï ïèòîìöà
PET_ATTR_CONFIRMATION	Èçìåíèòü
PET_ATTR_DETERMINE_TITLE	Íîâûé òèï ïèòîìöà
PET_ATTR_OK	Çàêğûòü
PET_CHANGE_TEXT	Ïèòîìåö
PET_FEED_TITLE	Êîğìèòü
PET_FEED_TITLE_EVOLVE	Ğàçâèòü
PET_FEED_TITLE_EXP	Îïûò
PET_FFED_BUTTON_TEXT	Êîğìèòü
PET_HATCHING_BUTTON	Âûâåñòè
PET_HATCHING_NIK	Èìÿ ïèòîìöà
PET_HATCHING_WINDOW_TITLE	Èíêóáàòîğ
PET_INFORMATION_ABILITIES	Áîíóñû
PET_INFORMATION_AGE	Âîçğàñò
PET_INFORMATION_COSTUME_BONUS	Áîíóñ êîñòşìà
PET_INFORMATION_DEFENCE	Çàùèòà
PET_INFORMATION_EVOL_BUTTON	Ğàçâèòèå
PET_INFORMATION_EXP	Îïûò
PET_INFORMATION_EXP_BUTTON	Î÷êè îïûòà ïğåäìåòà
PET_INFORMATION_HP	ÕÏ
PET_INFORMATION_LEVEL	Óğîâåíü
PET_INFORMATION_LIFE	Ñğîê äåéñòâèÿ
PET_INFORMATION_LIFETIME_BUTTON	Êîğìèòü
PET_INFORMATION_LIFE_TIME	×àñû
PET_INFORMATION_SKILL	Íàâûê
PET_INFORMATION_SP	ÌÏ
PET_INFORMATION_TITLE	Ïèòîìåö
PET_NAME_CHANGE_BUTTON	Èçìåíèòü
PET_NAME_CHANGE_WINDOW_TITLE	Èçìåíèòü èìÿ
PET_POTENTIAL_TITLE	Ïîòåíöèàë
PET_REVIVE_BUTTON	Îæèâèòü
PET_REVIVE_CANCEL_BUTTON	Ïğåğâàòü
PET_REVIVE_MATERIAL_TITLE	Ìàòåğèàë
PET_REVIVE_REUSLT_TEXT	Ğåçóëüòàò
PET_REVIVE_TARGET	Ïèòîìåö äëÿ îæèâëåíèÿ
PET_REVIVE_TITLE	Îæèâèòü ïèòîìöà
PICK_MONEY_TITLE	Äåëèòü
POPUP_NOTICE_BUTTON_TEXT	Çàäàíèÿ è íå òîëüêî
PREMIUM_PRIVATE_SHOP	Ëè÷íàÿ ïğåìèóì-ëàâêà
PREMIUM_PRIVATE_SHOP_ITEM_TAKE_OUT	Çàáğàòü ïğåäìåò
PREMIUM_PRIVATE_SHOP_MODIFY_BUTTON	Èçìåíèòü
PREMIUM_PRIVATE_SHOP_NOTICE_MODIFY	Ëè÷íàÿ ëàâêà ñåé÷àñ èçìåíÿåòñÿ.
PREMIUM_PRIVATE_SHOP_NOTICE_NONE	Ëè÷íàÿ ëàâêà ñåé÷àñ çàêğûòà.
PREMIUM_PRIVATE_SHOP_NOTICE_NO_TICKET	Íåò áèëåòîâ
PREMIUM_PRIVATE_SHOP_NOTICE_OPEN	Ëè÷íàÿ ëàâêà îòêğûòà.
PREMIUM_PRIVATE_SHOP_REMAIN_TEXT_ICON	Îñòàâøååñÿ âğåìÿ
PREMIUM_PRIVATE_SHOP_REOPEN_BUTTON	Îòêğûòü
PREMIUM_PRIVATE_SHOP_SHOP_CLOSE_BUTTON	Çàêğûòü ëàâêó
PREMIUM_PRIVATE_SHOP_TAX_ADJUSTMENT_BUTTON	Çàáğàòü
PREMIUM_PRIVATE_SHOP_TAX_ADJUSTMENT_DIALOG_TITLE	Çàáğàòü
PREMIUM_PRIVATE_SHOP_TITLE	Ëè÷íàÿ ëàâêà
PREMIUM_PRIVATE_SHOP_WON_ICON	Âîí (ìîæíî çàáğàòü)
PREMIUM_PRIVATE_SHOP_YANG_ICON	ßíã (ìîæíî çàáğàòü)
PRIVATESHOPSEARCH_BUY	Êóïèòü
PRIVATESHOPSEARCH_COUNT	Êîëè÷åñòâî
PRIVATESHOPSEARCH_ITEMNAME	Íàçâàíèå
PRIVATESHOPSEARCH_ITEMTYPE	Ïğåäìåòû
PRIVATESHOPSEARCH_JOB	Êëàññ
PRIVATESHOPSEARCH_LEVEL	Óğîâåíü
PRIVATESHOPSEARCH_PRICE	Öåíà
PRIVATESHOPSEARCH_REFINE	Óğîâåíü ïğåäìåòà
PRIVATESHOPSEARCH_SEARCH	Ïîèñê
PRIVATESHOPSEARCH_SEARCH_BAR	Ïîèñê
PRIVATESHOPSEARCH_SELECT	Âûáğàòü
PRIVATESHOPSEARCH_SELLER	Ïğîäàâåö
PRIVATESHOPSEARCH_SORT	Ñîğòèğîâàòü
PRIVATE_SHOP_CLOSE_BUTTON	Çàêğûòü ëàâêó
PRIVATE_SHOP_MAP_EXIT_BUTTON	Âûéòè
PRIVATE_SHOP_NAME	Èìÿ ëàâêè
PRIVATE_SHOP_SEARCH_BY_VNUM_BOARD_TITLE	Âñå ğåçóëüòàòû
PRIVATE_SHOP_SEARCH_BY_VNUM_CANCEL_BUTTON_TEXT	Ïğåğâàòü
PRIVATE_SHOP_SEARCH_BY_VNUM_SEARCH_BUTTON_TEXT	Ïîèñê
PRIVATE_SHOP_TITLE	Îòêğûòü ÷àñòíóş ëàâêó
QUEST_UI_TEXT_COLLECTION	Çàäàíèÿ áèîëîãà
QUEST_UI_TEXT_DAILY	Çàäàíèå äíÿ
QUEST_UI_TEXT_EVENT	Çàäàíèÿ ñîáûòèé
QUEST_UI_TEXT_LEVELUP	Çàäàíèå îõîòû
QUEST_UI_TEXT_MAIN	Îñíîâíûå çàäàíèÿ
QUEST_UI_TEXT_SCROLL	Çàäàíèÿ èç êíèã ìèññèé
QUEST_UI_TEXT_SUB	Äîï. çàäàíèÿ
QUEST_UI_TEXT_SYSTEM	Èãğîâûå çàäàíèÿ
RAMADAN_EVENT_TITL	Ñîáûòèå ê Ğàìàäàíó
REFINE_COST	Çàòğàòû  íà óëó÷øåíèå: 0 ÿíã
REFINE_ELEMENT_CHANGE_COST_TITLE	Ñòîèìîñòü
REFINE_ELEMENT_CHANGE_DARK	Òüìà
REFINE_ELEMENT_CHANGE_EARTH	Çåìëÿ
REFINE_ELEMENT_CHANGE_ELECT	Ìîëíèÿ
REFINE_ELEMENT_CHANGE_FIRE	Îãîíü
REFINE_ELEMENT_CHANGE_ICE	Ëåä
REFINE_ELEMENT_CHANGE_TITLE	Ñìåíèòü ñòèõèş
REFINE_ELEMENT_CHANGE_WIND	Âåòåğ
REFINE_ELEMENT_DOWNGRADE_TITLE	Ïîíèæåíèå
REFINE_ELEMENT_UPGRADE_TITLE	Óëó÷øåíèå
REFINE_INFO	Âåğîÿòíîñòü óñïåøíîãî óëó÷øåíèÿ: 100%
REFINE_MONEY	Ïëàòà çà óëó÷øåíèå
REFINE_SELECT	Óëó÷øåíèå
REFINE_TTILE	Óëó÷øåíèÿ
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Ñäàòüñÿ
RESTART_HERE	Íà÷àòü çàíîâî çäåñü
RESTART_IMMEDIATE	Ğåèíêàğíàöèÿ
RESTART_TOWN	Íà÷àòü çàíîâî â ãîğîäå
ROULETTE_SPECIAL_TITLE	Íàãğàäû (%s)
ROULETTE_SPIN_TEXT1	ÂĞÀÙÀÒÜ
ROULETTE_SPIN_TEXT2	50 äóø
ROULETTE_SPIN_TEXT3	250 000 ÿíã
ROULETTE_TITLE	Íàãğàäû
SAFE_CHANGE_PASSWORD	ñìåíèòü ïàğîëü
SAFE_TITLE	Õğàíèëèùå
SELECT_ATTR_CHANGED	Íîâîå
SELECT_ATTR_CURRENT	Ñòàğîå
SELECT_ATTR_SELECT	Âûáğàòü
SELECT_ATTR_TITLE	Çà÷àğîâàòü ïğåäìåò+
SELECT_ATT_GRADE	Ñèëà
SELECT_BOX_CANCEL	Íå ïğèíèìàòü
SELECT_BOX_LIST	Íàãğàäû
SELECT_BOX_NOTTHING_USABLE_ITEM	Äëÿ âàñ íå íàøëîñü ïğåäìåòîâ. \n\nÑíèìèòå ôèëüòğ.
SELECT_BOX_QUESTION_RECV_ITEM_1	Âûáğàííûé ïğåäìåò
SELECT_BOX_QUESTION_RECV_ITEM_2	%s\n\n %d
SELECT_BOX_QUESTION_RECV_ITEM_3	Õîòèòå ïîëó÷èòü ıòîò ïğåäìåò?
SELECT_BOX_RECEIVE	Ïğèíÿòü
SELECT_BOX_SELECTED_ITEM_TEXT_1	Âûáåğèòå ïğåäìåò\n
èç ñïèñêà
SELECT_BOX_SELECTED_ITEM_TEXT_2	%s, %d
SELECT_BOX_SELECTED_REWARD	Âûáğàííàÿ íàãğàäà
SELECT_BOX_TITLE	Âûáğàòü íàãğàäó
SELECT_BOX_TOOLTIP_ONLY_USABLE_ITEM	Ôèëüòğóéòå ïî ïîëó, êëàññó è ïğîôåññèè âàøåãî ïåğñîíàæà, ÷òîáû óâèäåòü òîëüêî ïîäõîäÿùèå ïğåäìåòû.
SELECT_BOX_TOOLTIP_REWIND_BUTTON	Âåğíèòåñü íà ñòğàíèöó ñ âûáğàííûì ïğåäìåòîì.
SELECT_CREATE	Ñîçäàòü
SELECT_DELETE	Óäàëèòü
SELECT_DEX_GRADE	Ïîäâèæíîñòü
SELECT_EMPIRE_NAME	Èìÿ Èìïåğèè
SELECT_EXIT	Âûõîä
SELECT_HP	Çäîğîâüå
SELECT_LEVEL	Óğîâåíü
SELECT_METIN_STONE_TITLE	Âûáğàòü Êàìåíü äóõà
SELECT_NAME	Èìÿ
SELECT_NO_GUILD	Íåò ãèëüäèè
SELECT_ORIGIN_STAT	Èñõîäíàÿ òî÷êà
SELECT_PLAYTIME	Èãğîâîå âğåìÿ
SELECT_SELECT	Ñòàğò
SELECT_SP	Èíòåëëåêò
SELECT_SUNGMA_STAT	Âîëÿ Ñóíã Ìà
SELECT_TITLE	Âûáğàòü çâàíèå
SHOP_BUY	Êóïèòü
SHOP_REPURCHASE_BUTTON	Âûêóïèòü
SHOP_REPURCHASE_TITLE	Âûêóï
SHOP_SELL	ïğîäàòü
SHOP_TITLE	Ìàãàçèí
SKILL_SUPPORT_TITLE	Ñòàíäàğòíûå íàâûêè
SLOT_CHAR_ENLARGE_KEY	Êëàâèøà
SLOT_CHAR_ENLARGE_KEYCHANGE	Óâåëè÷èòü òåêñò
SLOT_CHAR_ENLARGE_OFF	ÂÛÊË
SLOT_CHAR_ENLARGE_ON	ÂÊË
SLOT_CHAR_ENLARGE_TITLE	Óâåëè÷èòü òåêñò
SLOT_CHAR_ENLARGE_TOOLTIP_KEY	Óâåëè÷èòü òåêñò ìîæíî ñ ïîìîùüş êëàâèøè Ctrl.
SLOT_CHAR_ENLARGE_TOOLTIP_OFF	Íå óâåëè÷èâàòü òåêñò
SLOT_CHAR_ENLARGE_TOOLTIP_ON	Âñåãäà óâåëè÷èâàòü òåêñò
SNOWFLAKE_STICK_EVENT_EXCHANGE_BUTTON_TEXT	Îáìåí
SNOWFLAKE_STICK_EVENT_EXCHANGE_PAGE_SUBTITLE_1	Ìåíÿéòå íà 1 ñíåæíóş âîëøåáíóş ïàëî÷êó
SNOWFLAKE_STICK_EVENT_EXCHANGE_PAGE_SUBTITLE_2	Ìîæíî ïîìåíÿòü 3 ğàçà çà âğåìÿ ñîáûòèÿ.
SNOWFLAKE_STICK_EVENT_EXCHANGE_REWARD_BUTTON_TEXT	Íàãğàäû
SNOWFLAKE_STICK_EVENT_TITLE	Ñîáûòèå «Ñíåæèíêè»
SNOWFLAKE_STICK_EVENT_TOOLTIP_HELP_BUTTON_1	Ìîæíî ìåíÿòü 5 ğàç çà 24 ÷àñà. Îñòàëîñü äî ñáğîñà:
SNOWFLAKE_STICK_EVENT_TOOLTIP_HELP_BUTTON_2	Ìîæíî ìåíÿòü 5 ğàç çà 24 ÷àñà. Îñòàëîñü äî ñáğîñà: -
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW	Ñîáåğèòå 12 ñíåæêîâ è 12 âåòîê ñíåãîâèêà è ïîìåíÿéòå èõ íà ñíåæíóş âîëøåáíóş ïàëî÷êó.
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW_MOUNT	Ìîæíî îáìåíÿòü íà 15 ñíåæíûõ âîëøåáíûõ ïàëî÷åê.
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW_PET	Ìîæíî îáìåíÿòü íà 15 ñíåæíûõ âîëøåáíûõ ïàëî÷åê.
SNOWFLAKE_STICK_EVENT_TOOLTIP_SNOW_BALL	Âû ìîæåòå ïîëó÷èòü ñíåæêè, ïîáåæäàÿ ìîíñòğîâ, ïîêà äåéñòâóşò Ñíåæíûå ÷àğû.
SNOWFLAKE_STICK_EVENT_TOOLTIP_TITLE_SNOW_BALL	Ñíåæîê
SNOWFLAKE_STICK_EVENT_TOOLTIP_TITLE_TREE_BRANCH	Âåòêà ñíåãîâèêà
SNOWFLAKE_STICK_EVENT_TOOLTIP_TREE_BRANCH	Âû ìîæåòå ïîëó÷èòü âåòêè ñíåãîâèêà, ïîáåæäàÿ ìîíñòğîâ, ïîêà äåéñòâóşò Ñíåæíûå ÷àğû.
STEP	×èñòîòà
STEP_SELECT	×èñòîòà
STRENGTH	Óñèëåíèå
STRENGTH_SELECT	Óğîâåíü
STRUCTURE_VIEW_MODE	Óêğàøåíèå
STRUCTURE_VIEW_TYPE_STRUCTURE	Óáğàòü óêğàøåíèÿ
SUNGHAHEE_TOWER_CLEAR	Óñïåõ
SUNGMAHEE_GATE_ACHIEV_COUNT	×èñëî òğîôååâ
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_GET_REWARD	Ïîëó÷èòå íàãğàäó
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_REWARD_LIST	Ñïèñîê íàãğàä
SUNGMAHEE_GATE_TITLE	Ïîğòàë âòîğæåíèÿ Ñóíã Ìà
SUNGMAHEE_GATE_TITLE_ACHIEV	Òğîôåè
SUNGMAHEE_GATE_TITLE_REWARD	Òğîôåè â íàãğàäó
SUNGMAHEE_TOWER_DUNGEON_ENTER_QUESTION	Õîòèòå âîéòè íà %d ıòàæ?
SUNGMAHEE_TOWER_DUNGEON_EXIT_QUESTION	Õîòèòå ïğåğâàòü èñïûòàíèå?
SUNGMAHEE_TOWER_ELEMENT_ALL	Âñå
SUNGMAHEE_TOWER_ELEMENT_DARK	Òüìà
SUNGMAHEE_TOWER_ELEMENT_EARTH	Çåìëÿ
SUNGMAHEE_TOWER_ELEMENT_ELEC	Ìîëíèÿ
SUNGMAHEE_TOWER_ELEMENT_FIRE	Îãîíü
SUNGMAHEE_TOWER_ELEMENT_ICE	Ëåä
SUNGMAHEE_TOWER_ELEMENT_TITLE	Ñòèõèè íà ıòàæå
SUNGMAHEE_TOWER_ELEMENT_WIND	Âåòåğ
SUNGMAHEE_TOWER_ENTER_BUTTON	Âîéòè
SUNGMAHEE_TOWER_ENTER_TITLE	Àäñêàÿ áàøíÿ Ñóíã Ìàõè
SUNGMAHEE_TOWER_EXIT_BUTTON	Âûéòè
SUNGMAHEE_TOWER_INFO_BOARD_FLOOR	İ%d
SUNGMAHEE_TOWER_MISSION_TYPE_ALL_KILL_MOB_PAUSE_SPECIAL	Îäîëåéòå âñåõ ìîíñòğîâ è êàìíè äåìîíîâ!
SUNGMAHEE_TOWER_MISSION_TYPE_BOSS	Óáåéòå âñåõ ìîíñòğîâ!
SUNGMAHEE_TOWER_MISSION_TYPE_CHESS_FAIL	Óáåéòå âñåõ ìîíñòğîâ!
SUNGMAHEE_TOWER_MISSION_TYPE_COMPLETE	Çàäàíèå âûïîëíåíî
SUNGMAHEE_TOWER_MISSION_TYPE_CORRECT_ITEM_USE	Íàéäèòå êëş÷ è ñáåãèòå!
SUNGMAHEE_TOWER_MISSION_TYPE_DEBUFF_RELEASE	Óáåéòå âñåõ ìîíñòğîâ!
SUNGMAHEE_TOWER_MISSION_TYPE_FINDING_RIGHT_MATCH_METIN_STONE	Óíè÷òîæüòå ïğîêëÿòûé ìåòèí!
SUNGMAHEE_TOWER_MISSION_TYPE_FINDING_RIGHT_MATCH_METIN_STONE_FAIL	Óáåéòå âñåõ ìîíñòğîâ!
SUNGMAHEE_TOWER_MISSION_TYPE_MONSTER_CHESS	Óáåéòå ïàğó âğàãîâ, êîòîğûå íå ïîäõîäÿò äğóã äğóãó!
SUNGMAHEE_TOWER_MISSION_TYPE_NORMAL	Óáåéòå âñåõ ìîíñòğîâ!
SUNGMAHEE_TOWER_MISSION_TYPE_SEAL_RELEASE	Ñëîìàéòå ïå÷àòü êàìíåì ïå÷àòè!
SUNGMAHEE_TOWER_MISSION_TYPE_STAIRS	Âçîéäèòå ïî ñòóïåíÿì íà ñëåäóşùèé ıòàæ!
SUNGMAHEE_TOWER_MISSION_TYPE_SURVIVE	Óêëîíèòåñü îò âñåõ àòàê!
SUNGMAHEE_TOWER_MY_RANK_TITLE	Ğàíã
SUNGMAHEE_TOWER_REWARD_INFO_TITLE	Íàãğàäû
SYSTEMOPTION_TITLE	Ñèñòåìíûå íàñòğîéêè
SYSTEM_CANNOT_CONTROL_AND_ESCAPTE	Îñâîáîäèòüñÿ
SYSTEM_CHANGE	Ñìåíèòü ïåğñîíàæ
SYSTEM_EXIT	Âûéòè èç èãğû
SYSTEM_HELP	Ïîìîùü
